ID,AssignedTo,CPUDemand,SemanticVector,Step
3,6.0,3,"[0.006901101674884558, 0.4578343629837036, 0.32877764105796814, 0.6497744917869568, 0.397342711687088, 0.24753358960151672, 0.16531389951705933, 0.9653591513633728, 0.6985761523246765, 0.8421703577041626, 0.12756942212581635, 0.7435776591300964, 0.46440184116363525, 0.9046515822410583, 0.4633558690547943, 0.08527578413486481]",103
4,1.0,4,"[0.2904258370399475, 0.8504028916358948, 0.6895238757133484, 0.1921432763338089, 0.7650253772735596, 0.2405354529619217, 0.9226105809211731, 0.13063804805278778, 0.00959031656384468, 0.4564116895198822, 0.15161922574043274, 0.5367732048034668, 0.09683398902416229, 0.18626025319099426, 0.3839384913444519, 0.8854596614837646]",103
5,1.0,5,"[0.7605494260787964, 0.12356242537498474, 0.322885125875473, 0.5058735609054565, 0.5388597846031189, 0.6130374670028687, 0.7651962637901306, 0.5446007251739502, 0.6900151968002319, 0.6759737133979797, 0.6528756618499756, 0.8019359707832336, 0.27253440022468567, 0.7579662203788757, 0.5426720380783081, 0.4569814205169678]",103
6,1.0,1,"[0.2653267979621887, 0.901659369468689, 0.583208441734314, 0.6462061405181885, 0.7834468483924866, 0.37508344650268555, 0.5054413080215454, 0.6515520811080933, 0.8458368182182312, 0.8048068881034851, 0.8117504715919495, 0.8734102249145508, 0.13225911557674408, 0.017816929146647453, 0.7418482899665833, 0.9735869765281677]",103
1,1.0,1,"[0.37620681524276733, 0.08379797637462616, 0.36956557631492615, 0.2792523503303528, 0.7922164797782898, 0.6780760288238525, 0.9871236085891724, 0.3001958131790161, 0.2460930198431015, 0.8831543326377869, 0.05962524935603142, 0.13931849598884583, 0.975563108921051, 0.1780153512954712, 0.7480270862579346, 0.3659753203392029]",104
2,6.0,2,"[0.1651274710893631, 0.8412246108055115, 0.46551963686943054, 0.06679989397525787, 0.22765804827213287, 0.19797763228416443, 0.9164033532142639, 0.5134237408638, 0.9548843502998352, 0.7577710151672363, 0.3409896194934845, 0.8796635270118713, 0.037683937698602676, 0.7323616743087769, 0.7683173418045044, 0.2704211175441742]",104
3,1.0,3,"[0.4011557996273041, 0.9378930926322937, 0.033029474318027496, 0.854753315448761, 0.6053069829940796, 0.22649385035037994, 0.2179538458585739, 0.5347294807434082, 0.5074140429496765, 0.40281787514686584, 0.7764409780502319, 0.3288267254829407, 0.6461654305458069, 0.9572048783302307, 0.904045581817627, 0.7107506990432739]",104
4,1.0,4,"[0.7929843664169312, 0.03850223496556282, 0.8907675743103027, 0.23849695920944214, 0.7950639128684998, 0.7158158421516418, 0.7165864706039429, 0.49021396040916443, 0.5848045945167542, 0.3060096502304077, 0.8593763709068298, 0.7188290953636169, 0.5407159924507141, 0.7993517518043518, 0.48024579882621765, 0.5146753787994385]",104
5,1.0,5,"[0.27767395973205566, 0.9534514546394348, 0.6137275695800781, 0.1275297999382019, 0.5082181692123413, 0.46955329179763794, 0.5475962162017822, 0.5990180969238281, 0.7108015418052673, 0.3852594792842865, 0.06900577992200851, 0.6868376135826111, 0.8766263127326965, 0.7439195513725281, 0.0949021652340889, 0.06396523118019104]",104
6,1.0,1,"[0.17305712401866913, 0.7100619673728943, 0.9591904282569885, 0.0015052902745082974, 0.6946128606796265, 0.9125931262969971, 0.20370273292064667, 0.44321656227111816, 0.45803242921829224, 0.38547807931900024, 0.8176855444908142, 0.030368296429514885, 0.7185758352279663, 0.2643027603626251, 0.7454530596733093, 0.563434362411499]",104
1,1.0,1,"[0.7058643698692322, 0.979655921459198, 0.06629253178834915, 0.2543366849422455, 0.01818985864520073, 0.30720171332359314, 0.17100399732589722, 0.5004202723503113, 0.24740499258041382, 0.9067367315292358, 0.21343131363391876, 0.2176549881696701, 0.12473616749048233, 0.46971407532691956, 0.4841573238372803, 0.5238827466964722]",105
2,1.0,2,"[0.1827290803194046, 0.11455700546503067, 0.503165602684021, 0.26919054985046387, 0.7585137486457825, 0.30471235513687134, 0.6657903790473938, 0.8981063365936279, 0.07896877825260162, 0.5414440035820007, 0.7293663620948792, 0.46374452114105225, 0.7542428374290466, 0.29124578833580017, 0.28839775919914246, 0.7377971410751343]",105
3,1.0,3,"[0.040223777294158936, 0.8322288393974304, 0.1470431238412857, 0.7229515910148621, 0.3873220384120941, 0.32099759578704834, 0.7190604209899902, 0.6464473009109497, 0.9963589310646057, 0.2879682779312134, 0.8712014555931091, 0.12741944193840027, 0.7984453439712524, 0.09678057581186295, 0.49128618836402893, 0.1818411648273468]",105
4,1.0,4,"[0.5532702803611755, 0.7062684297561646, 0.9333803057670593, 0.24612827599048615, 0.10203344374895096, 0.14104512333869934, 0.6192180514335632, 0.22445890307426453, 0.5083456635475159, 0.31074103713035583, 0.36333099007606506, 0.012050135992467403, 0.6710913181304932, 0.6597365736961365, 0.0035097049549221992, 0.8411572575569153]",105
5,1.0,5,"[0.5728400349617004, 0.09582919627428055, 0.14654971659183502, 0.4499850273132324, 0.4194568991661072, 0.9889369606971741, 0.5868812799453735, 0.445467084646225, 0.30497923493385315, 0.40876802802085876, 0.3208564817905426, 0.9061660766601562, 0.14015033841133118, 0.7203341722488403, 0.3771206736564636, 0.16945888102054596]",105
6,1.0,1,"[0.39748185873031616, 0.9070270657539368, 0.48277077078819275, 0.6874033808708191, 0.8486346006393433, 0.649103045463562, 0.22742274403572083, 0.735485315322876, 0.551665186882019, 0.6637116074562073, 0.6427115797996521, 0.38164907693862915, 0.30183231830596924, 0.9537245631217957, 0.11311964690685272, 0.9684037566184998]",105
1,1.0,1,"[0.8923609256744385, 0.8844388723373413, 0.9423712491989136, 0.23613367974758148, 0.6254950761795044, 0.42174404859542847, 0.5920149683952332, 0.061617400497198105, 0.6627026200294495, 0.49239179491996765, 0.6492913961410522, 0.967078447341919, 0.7706613540649414, 0.06920741498470306, 0.7847591042518616, 0.1845029592514038]",106
2,6.0,2,"[0.2784082293510437, 0.6903740167617798, 0.396951287984848, 0.3171606957912445, 0.9020860195159912, 0.5274953842163086, 0.8588787913322449, 0.05607260391116142, 0.43185773491859436, 0.6936888098716736, 0.23796577751636505, 0.5065897703170776, 0.9750043749809265, 0.21493592858314514, 0.9306108951568604, 0.33097508549690247]",106
3,1.0,3,"[0.5984664559364319, 0.40496826171875, 0.46822720766067505, 0.2640734910964966, 0.8057225942611694, 0.17050984501838684, 0.7455747127532959, 0.48806121945381165, 0.36722350120544434, 0.759647011756897, 0.8098862171173096, 0.7438082098960876, 0.6557959914207458, 0.52925044298172, 0.643004298210144, 0.0556621253490448]",106
4,1.0,4,"[0.37418967485427856, 0.7127336263656616, 0.8753217458724976, 0.0633527934551239, 0.49198466539382935, 0.012430158443748951, 0.2737966477870941, 0.2688618302345276, 0.9178401231765747, 0.40638455748558044, 0.9738495349884033, 0.6219132542610168, 0.03266068547964096, 0.7585780620574951, 0.7050988078117371, 0.6358100771903992]",106
5,1.0,5,"[0.14397400617599487, 0.4280090034008026, 0.22515569627285004, 0.019273506477475166, 0.5983901023864746, 0.554364025592804, 0.011942326091229916, 0.10670827329158783, 0.7105893492698669, 0.038844794034957886, 0.38205546140670776, 0.5129485726356506, 0.6987407803535461, 0.1912534236907959, 0.3800638020038605, 0.33474797010421753]",106
6,1.0,1,"[0.607020378112793, 0.3718058168888092, 0.3288988471031189, 0.3131594955921173, 0.6676292419433594, 0.0047633834183216095, 0.456982284784317, 0.6463082432746887, 0.1959429383277893, 0.4254981279373169, 0.5949577689170837, 0.44619250297546387, 0.7543672323226929, 0.1255285143852234, 0.12477747350931168, 0.1312381774187088]",106
1,1.0,1,"[0.827269434928894, 0.37126046419143677, 0.18640530109405518, 0.28119152784347534, 0.8329389691352844, 0.9543327689170837, 0.20815663039684296, 0.7663286328315735, 0.36853286623954773, 0.7452611327171326, 0.12182468175888062, 0.9186564683914185, 0.16780336201190948, 0.7685433030128479, 0.6460180878639221, 0.7885506749153137]",107
2,2.0,2,"[0.24239452183246613, 0.6467894315719604, 0.06861770898103714, 0.5962375998497009, 0.5514457821846008, 0.20510722696781158, 0.5492465496063232, 0.7660998106002808, 0.6149547100067139, 0.42584484815597534, 0.5994133949279785, 0.7648962140083313, 0.8136408925056458, 0.08124753832817078, 0.23641233146190643, 0.5730825066566467]",107
3,1.0,3,"[0.8171164393424988, 0.6268374919891357, 0.4809223711490631, 0.7155827283859253, 0.13301488757133484, 0.7502633929252625, 0.36971840262413025, 0.9981544017791748, 0.7427971363067627, 0.5032796263694763, 0.5412668585777283, 0.663112223148346, 0.4752759337425232, 0.8885506391525269, 0.7830998301506042, 0.580902636051178]",107
4,1.0,4,"[0.05294446647167206, 0.6067507266998291, 0.3793599307537079, 0.8537430167198181, 0.947049617767334, 0.357443243265152, 0.1310192495584488, 0.30698642134666443, 0.5475732684135437, 0.7496184706687927, 0.5720034837722778, 0.9641811847686768, 0.3726898729801178, 0.21603678166866302, 0.5833034515380859, 0.9481304287910461]",107
5,1.0,5,"[0.41206222772598267, 0.7195263504981995, 0.020407557487487793, 0.03435247018933296, 0.14792034029960632, 0.9300863742828369, 0.31468868255615234, 0.5841080546379089, 0.7642413377761841, 0.4718790352344513, 0.28546252846717834, 0.47647762298583984, 0.46102526783943176, 0.5854897499084473, 0.7644928693771362, 0.36514562368392944]",107
6,1.0,1,"[0.5775110125541687, 0.8990306854248047, 0.7046563625335693, 0.09654927998781204, 0.8477681279182434, 0.050883498042821884, 0.7785472273826599, 0.8786371946334839, 0.23796533048152924, 0.6864680051803589, 0.0764724537730217, 0.5185999870300293, 0.6438426971435547, 0.4184896945953369, 0.9323572516441345, 0.4731816351413727]",107
1,1.0,1,"[0.515975296497345, 0.17665605247020721, 0.20578622817993164, 0.041229669004678726, 0.778111457824707, 0.2441253662109375, 0.9340471029281616, 0.20167647302150726, 0.6083244681358337, 0.8758305311203003, 0.4910750687122345, 0.4156439006328583, 0.941249668598175, 0.022861873731017113, 0.8976259827613831, 0.9364113211631775]",108
2,6.0,2,"[0.5342304110527039, 0.23481471836566925, 0.48732638359069824, 0.86528080701828, 0.907318651676178, 0.23136557638645172, 0.24563497304916382, 0.15479353070259094, 0.3614136874675751, 0.0890686884522438, 0.8219588398933411, 0.5471005439758301, 0.850997805595398, 0.6271653175354004, 0.44461384415626526, 0.5625928044319153]",108
3,1.0,3,"[0.5828039646148682, 0.8103062510490417, 0.8432349562644958, 0.5076031684875488, 0.9768134355545044, 0.5795978903770447, 0.9207074642181396, 0.7353947162628174, 0.1448264867067337, 0.6175227761268616, 0.887700617313385, 0.3456346392631531, 0.22905783355236053, 0.27633586525917053, 0.9774273633956909, 0.023270314559340477]",108
4,1.0,4,"[0.7555245161056519, 0.5427389740943909, 0.2330162078142166, 0.5643339157104492, 0.2063899040222168, 0.9126359820365906, 0.06083367392420769, 0.5490721464157104, 0.37649914622306824, 0.7362592220306396, 0.64259272813797, 0.2188655585050583, 0.40980416536331177, 0.1222366988658905, 0.8691152930259705, 0.11848163604736328]",108
5,1.0,5,"[0.34996533393859863, 0.7034417390823364, 0.41330069303512573, 0.8767951130867004, 0.6495745778083801, 0.8256440162658691, 0.07708472013473511, 0.2908528745174408, 0.2949126660823822, 0.3071536421775818, 0.004466738551855087, 0.25973081588745117, 0.7879841327667236, 0.5000465512275696, 0.3668159544467926, 0.5348773002624512]",108
6,1.0,1,"[0.8032917976379395, 0.09954944998025894, 0.2795490622520447, 0.05581904947757721, 0.8647611737251282, 0.7176569104194641, 0.6191333532333374, 0.0682438537478447, 0.8065706491470337, 0.887260913848877, 0.5127797722816467, 0.41922372579574585, 0.9995286464691162, 0.49730029702186584, 0.7452319264411926, 0.057567037642002106]",108
1,6.0,1,"[0.507846474647522, 0.8380141258239746, 0.7247480750083923, 0.11610338091850281, 0.7571950554847717, 0.6440025568008423, 0.9958855509757996, 0.7432471513748169, 0.14461937546730042, 0.4317605793476105, 0.9302623271942139, 0.5874219536781311, 0.9231852889060974, 0.9376934170722961, 0.3717747628688812, 0.6731757521629333]",109
2,1.0,2,"[0.9958091378211975, 0.1257442981004715, 0.4960007071495056, 0.3879340887069702, 0.9314194917678833, 0.08741866797208786, 0.7712464332580566, 0.07714294642210007, 0.575890839099884, 0.043149806559085846, 0.39706340432167053, 0.047918837517499924, 0.3123742640018463, 0.6059187650680542, 0.36830300092697144, 0.9195050597190857]",109
3,1.0,3,"[0.014469893649220467, 0.6532769799232483, 0.32240062952041626, 0.1199820414185524, 0.5030781626701355, 0.03517106547951698, 0.7834055423736572, 0.019599314779043198, 0.5450832843780518, 0.7416428327560425, 0.9314103126525879, 0.34330683946609497, 0.34432539343833923, 0.24993979930877686, 0.20325084030628204, 0.24615193903446198]",109
4,1.0,4,"[0.41788849234580994, 0.9895785450935364, 0.275612473487854, 0.07346529513597488, 0.5492358207702637, 0.7148510813713074, 0.4429074227809906, 0.3942292630672455, 0.03317959979176521, 0.47865986824035645, 0.36778566241264343, 0.4278627932071686, 0.42586076259613037, 0.5226501226425171, 0.7814233899116516, 0.6222031116485596]",109
5,1.0,5,"[0.9064512252807617, 0.6246945858001709, 0.8037759065628052, 0.7563115358352661, 0.19970667362213135, 0.9802219867706299, 0.6110695004463196, 0.01470908708870411, 0.20260602235794067, 0.8559796810150146, 0.7299526929855347, 0.12964053452014923, 0.9142797589302063, 0.14201095700263977, 0.46688538789749146, 0.850874125957489]",109
6,1.0,1,"[0.3374307453632355, 0.15569663047790527, 0.0709671601653099, 0.0650864690542221, 0.24881407618522644, 0.9544707536697388, 0.81306391954422, 0.8232958912849426, 0.858938455581665, 0.23833076655864716, 0.9581751227378845, 0.1677938997745514, 0.6692322492599487, 0.31619495153427124, 0.9058694839477539, 0.20351025462150574]",109
1,1.0,1,"[0.00039201986510306597, 0.2456347495317459, 0.5423309803009033, 0.5538299679756165, 0.20969125628471375, 0.5341640710830688, 0.6081026196479797, 0.048399485647678375, 0.33087748289108276, 0.7199450731277466, 0.7160055041313171, 0.05304155498743057, 0.8755276799201965, 0.8767337799072266, 0.4577069878578186, 0.8013690114021301]",110
2,1.0,2,"[0.7815788388252258, 0.5338026285171509, 0.565088152885437, 0.7964432835578918, 0.03237272799015045, 0.7609650492668152, 0.03556879609823227, 0.39064741134643555, 0.8175223469734192, 0.4952789843082428, 0.008340117521584034, 0.9431950449943542, 0.3475567698478699, 0.700095534324646, 0.9250911474227905, 0.0890873596072197]",110
3,6.0,3,"[0.11968952417373657, 0.11521541327238083, 0.4069904685020447, 0.7450166940689087, 0.048113107681274414, 0.46657684445381165, 0.5427789092063904, 0.9797247052192688, 0.9178466200828552, 0.1821054220199585, 0.651358962059021, 0.9600885510444641, 0.03428417444229126, 0.4416864514350891, 0.4286000728607178, 0.7506091594696045]",110
4,1.0,4,"[0.8514478206634521, 0.02772606536746025, 0.04640808701515198, 0.5322180390357971, 0.19052515923976898, 0.49324026703834534, 0.3803294897079468, 0.033809736371040344, 0.8114169239997864, 0.041889771819114685, 0.002750420942902565, 0.2251395434141159, 0.9256696701049805, 0.03171530365943909, 0.0004966877750121057, 0.44039830565452576]",110
5,1.0,5,"[0.5402951836585999, 0.4222072958946228, 0.7044304609298706, 0.6125015616416931, 0.6008989214897156, 0.7712071537971497, 0.10220970958471298, 0.5961506366729736, 0.1970921903848648, 0.13862870633602142, 0.36428919434547424, 0.45096009969711304, 0.47807610034942627, 0.16266010701656342, 0.05840836092829704, 0.16926796734333038]",110
6,1.0,1,"[0.13855263590812683, 0.0826202929019928, 0.1362500637769699, 0.233384907245636, 0.7957773208618164, 0.33883562684059143, 0.46848806738853455, 0.8230072855949402, 0.7770715951919556, 0.84574955701828, 0.09281940013170242, 0.7200589179992676, 0.05108071491122246, 0.745387852191925, 0.5379024744033813, 9.640792268328369e-05]",110
1,1.0,1,"[0.6849881410598755, 0.8818721175193787, 0.6734136343002319, 0.4613455832004547, 0.7448022365570068, 0.008087399415671825, 0.327088326215744, 0.6246902346611023, 0.7617211937904358, 0.0007219503168016672, 0.5518378019332886, 0.47533202171325684, 0.3758877217769623, 0.5712748169898987, 0.15721376240253448, 0.47672224044799805]",111
2,6.0,2,"[0.31772902607917786, 0.5187239646911621, 0.030278628692030907, 0.05339638516306877, 0.08529981970787048, 0.7759127020835876, 0.32766422629356384, 0.7867012023925781, 0.47212302684783936, 0.2818789482116699, 0.8059369325637817, 0.5417467355728149, 0.6861141920089722, 0.3461366295814514, 0.7562046647071838, 0.21611171960830688]",111
3,1.0,3,"[0.5161139965057373, 0.06581637263298035, 0.10143619030714035, 0.6668132543563843, 0.5532353520393372, 0.25086894631385803, 0.7298905849456787, 0.7943611741065979, 0.5693289041519165, 0.6091734766960144, 0.6851590275764465, 0.883459746837616, 0.46529364585876465, 0.31209203600883484, 0.589515745639801, 0.004530366510152817]",111
4,1.0,4,"[0.7199357748031616, 0.1365359127521515, 0.9504846930503845, 0.46956583857536316, 0.4167800545692444, 0.2095576971769333, 0.17101030051708221, 0.6230520606040955, 0.9018924236297607, 0.9417576789855957, 0.17951072752475739, 0.054157815873622894, 0.3895263373851776, 0.22576534748077393, 0.8014535307884216, 0.8778558373451233]",111
5,1.0,5,"[0.10830114036798477, 0.39069584012031555, 0.012974902056157589, 0.634789764881134, 0.9172149896621704, 0.8004791736602783, 0.4195331335067749, 0.9843423366546631, 0.9888722896575928, 0.033922892063856125, 0.7581517696380615, 0.6245781183242798, 0.18400780856609344, 0.33078712224960327, 0.09226346760988235, 0.9457550048828125]",111
6,1.0,1,"[0.5409032702445984, 0.39868858456611633, 0.39612463116645813, 0.011192049831151962, 0.9639590382575989, 0.11951040476560593, 0.905087947845459, 0.4993119239807129, 0.37724971771240234, 0.8654229640960693, 0.7242710590362549, 0.3609178364276886, 0.24057209491729736, 0.274713933467865, 0.2906704246997833, 0.4798617660999298]",111
